Id,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points
3404,2145,144,9,0,0,907,233,239,137,780
3405,2177,1,23,95,38,1026,182,191,142,664
3406,2241,333,27,180,129,741,149,195,179,297
3407,2307,358,29,365,150,726,164,175,139,779
3408,2304,359,31,360,147,757,158,166,133,837
3409,2308,354,29,360,151,792,159,175,144,895
3410,2107,242,24,0,0,1418,166,251,216,812
3411,2100,76,26,30,19,1430,241,179,50,811
3412,2108,274,33,60,31,1448,116,227,240,819
3413,2151,279,33,120,75,1463,113,223,239,830
3414,2310,286,28,391,225,1466,132,226,228,942
3415,2317,109,17,450,23,1340,246,219,96,934
3416,2310,145,15,433,16,1315,240,236,122,904
3417,2310,202,17,402,16,1266,210,253,172,845
3418,2314,237,17,390,20,1242,187,253,200,815
3419,2325,266,24,379,31,1218,151,242,225,785
3420,2355,253,17,365,61,1172,180,249,206,726
3421,2360,143,18,361,66,1149,243,233,111,696
3422,2323,121,35,361,29,1104,253,188,30,636
3423,2308,129,30,365,14,1082,252,207,60,607
3424,2291,177,17,379,-2,1040,226,247,147,547
3425,2322,246,21,350,209,979,171,251,213,459
3426,2331,185,14,324,218,957,221,249,157,430
3427,2304,117,41,277,193,918,251,169,3,371
3428,2278,115,43,255,167,900,249,159,0,342
3429,2253,117,41,234,149,882,251,168,0,313
3430,2216,122,33,192,116,849,254,193,37,256
3431,2199,122,31,170,99,834,255,199,48,228
3432,2185,121,28,150,85,819,254,205,58,201
3433,2159,125,25,124,59,792,252,213,72,150
3434,2124,128,29,87,37,759,253,207,59,95
3435,2110,113,30,60,32,750,254,194,44,90
3436,2078,85,13,0,0,735,238,218,109,108
3437,2165,305,29,175,97,720,128,210,215,285
3438,2233,326,26,319,162,735,148,202,189,459
3439,2239,329,25,342,175,742,154,202,184,488
3440,2217,68,18,30,-11,930,236,200,89,967
3441,2139,83,24,0,0,750,245,189,60,789
3442,2106,148,21,30,3,630,243,233,109,671
3443,2008,23,3,0,0,270,217,232,152,323
3444,2011,8,15,30,2,240,202,209,143,295
3445,2006,35,23,30,2,210,210,182,97,268
3446,3236,228,11,150,15,3854,203,251,183,2681
3447,2897,54,10,612,147,1490,226,218,124,890
3448,2833,106,20,446,82,1634,249,211,81,684
3449,2905,183,16,108,13,256,222,249,154,939
3450,2899,154,18,150,15,313,239,238,122,967
3451,2885,153,18,124,30,350,239,238,122,1015
3452,2880,170,19,120,25,366,230,244,137,1032
3453,2881,175,21,120,26,384,226,246,141,1050
3454,2869,124,22,150,46,644,251,217,82,1276
3455,2376,249,24,497,16,268,163,249,219,750
3456,2149,68,9,0,0,916,229,223,126,819
3457,2151,349,12,30,1,932,198,220,161,808
3458,2267,335,27,212,155,738,149,192,176,234
3459,2287,347,35,268,178,684,134,162,152,180
3460,2104,134,15,0,0,1380,243,231,113,859
3461,2103,25,4,0,0,1381,218,231,150,853
3462,2102,31,14,30,-2,1383,216,209,127,849
3463,2095,8,9,30,-3,1385,210,223,150,845
3464,2101,268,18,0,0,1388,172,244,210,842
3465,2093,16,6,0,0,1406,215,227,149,842
3466,2256,301,28,330,181,1505,132,215,217,926
3467,2328,91,16,492,34,1381,243,214,97,967
3468,2305,119,18,458,11,1332,248,222,96,908
3469,2298,126,29,395,4,1103,253,206,60,612
3470,2287,141,22,400,167,1082,246,228,99,582
3471,2320,229,20,324,207,999,187,254,199,466
3472,2319,160,22,309,206,979,237,239,121,437
3473,2311,135,35,283,198,960,249,199,46,408
3474,2220,125,37,194,116,890,252,188,29,295
3475,2203,128,34,170,99,875,252,196,41,268
3476,2188,129,31,150,88,860,252,204,55,242
3477,2164,128,28,108,64,832,252,209,64,192
3478,2126,133,31,85,35,797,251,208,60,134
3479,2112,135,28,67,25,787,250,215,72,124
3480,2103,124,24,42,16,779,251,216,78,120
3481,2080,62,8,2,0,765,227,223,130,134
3482,2289,36,36,192,128,782,192,140,57,595
3483,2257,102,16,0,0,1050,245,217,96,973
3484,2250,72,17,0,0,1020,237,206,95,990
3485,1997,45,25,0,0,150,218,177,81,234
3486,3224,223,8,85,3,3912,210,248,174,2678
3487,2915,36,8,631,31,1379,220,221,137,1100
3488,2884,233,2,420,86,2045,215,241,163,808
3489,2946,261,11,541,82,1670,192,246,193,1189
3490,2895,181,14,85,11,247,223,249,155,966
3491,2861,190,23,90,18,474,213,250,158,1168
3492,2155,347,9,30,-3,942,204,226,161,847
3493,2231,333,36,182,101,934,115,169,179,474
3494,2247,331,17,240,135,808,179,217,177,283
3495,2324,354,13,437,105,696,197,216,157,503
3496,2107,130,19,30,3,1350,247,226,100,895
3497,2111,321,17,30,7,1351,174,222,186,883
3498,2107,23,22,30,6,1355,202,188,115,875
3499,2104,328,13,0,0,1358,187,224,176,872
3500,2096,338,8,0,0,1377,204,229,165,872
3501,2324,274,21,450,243,1473,159,240,218,1008
3502,2335,68,8,499,256,1423,228,225,130,1001
3503,2327,96,19,516,33,1398,247,209,84,972
3504,2315,102,23,499,21,1374,251,202,66,942
3505,2291,157,10,470,-2,1326,231,242,142,883
3506,2298,240,18,457,4,1302,183,252,203,853
3507,2341,231,26,430,47,1233,171,253,209,765
3508,2322,127,34,420,28,1167,252,195,40,677
3509,2289,125,29,404,164,1124,253,206,59,618
3510,2277,143,22,382,152,1103,245,229,101,589
3511,2275,197,18,361,155,1082,212,252,168,560
3512,2284,229,24,339,164,1062,175,253,207,532
3513,2296,234,29,319,176,1041,159,250,216,503
3514,2311,208,23,300,191,1022,197,254,182,474
3515,2308,150,27,283,195,1003,243,227,94,446
3516,2293,131,38,268,180,984,249,190,31,418
3517,2207,125,35,170,96,916,252,190,32,309
3518,2191,127,33,150,87,900,253,198,44,283
3519,2164,136,30,108,64,872,250,211,66,234
3520,2126,137,32,60,26,836,249,209,61,175
3521,2094,136,14,30,7,808,241,234,119,150
3522,2087,79,10,0,1,800,233,223,121,153
3523,2146,273,27,108,43,780,139,236,230,258
3524,2282,319,28,306,103,816,137,202,199,560
3525,2283,8,37,180,122,741,151,142,107,484
3526,2323,334,15,301,113,932,185,219,173,845
3527,2272,95,18,30,9,1110,245,211,89,926
3528,2263,68,13,0,0,1080,233,214,111,939
3529,2261,31,15,0,0,1050,215,207,125,953
3530,2086,56,22,0,0,570,228,186,80,626
3531,2073,76,21,0,0,540,240,196,76,598
3532,2015,93,12,0,0,330,239,222,111,402
3533,1995,52,22,0,0,120,225,187,85,234
3534,2872,214,17,319,115,2213,202,254,183,646
3535,2879,198,6,361,127,2154,218,245,163,702
3536,2888,173,10,42,4,212,226,245,150,981
3537,2873,152,14,85,18,283,236,240,131,1050
3538,2866,146,14,60,11,319,239,237,125,1082
3539,2859,165,16,60,4,361,232,244,138,1116
3540,2851,179,28,60,21,510,219,243,138,1231
3541,2848,170,32,85,25,564,224,233,115,1273
3542,2842,167,30,88,30,618,229,235,115,1316
3543,2825,136,32,90,23,674,249,209,61,1360
3544,2414,233,7,391,216,402,208,245,175,780
3545,2316,1,9,390,98,720,207,223,153,351
3546,2106,300,15,0,0,1320,176,232,196,918
3547,2128,354,20,60,24,1323,182,200,152,908
3548,2113,11,17,0,0,1328,201,204,138,902
3549,2297,294,29,391,222,1476,125,218,226,1006
3550,2324,92,24,541,245,1416,248,196,63,977
3551,2311,102,24,525,17,1392,252,199,59,947
3552,2298,107,22,510,4,1368,251,209,75,918
3553,2289,141,11,497,-4,1345,236,237,131,888
3554,2291,228,18,485,-2,1321,190,254,197,859
3555,2327,215,26,459,33,1253,184,253,192,771
3556,2333,172,24,454,39,1231,228,243,133,742
3557,2309,128,32,433,183,1188,252,201,50,684
3558,2280,124,29,384,155,1146,253,206,59,626
3559,2267,142,23,361,142,1124,246,228,98,598
3560,2265,194,20,339,140,1104,213,252,164,569
3561,2273,220,27,319,153,1084,178,253,199,541
3562,2296,194,28,277,176,1045,202,249,163,485
3563,2294,153,32,258,174,1026,239,222,87,457
3564,2279,128,39,242,166,1008,249,188,28,430
3565,2255,123,41,228,142,990,250,174,0,402
3566,2234,121,39,201,121,973,251,178,15,376
3567,2214,120,37,175,103,957,253,183,22,350
3568,2180,125,33,127,69,927,253,197,43,300
3569,2138,136,33,67,38,886,249,206,57,234
3570,2124,137,33,42,24,875,249,207,58,216
3571,2110,138,28,30,10,864,249,217,76,201
3572,2100,127,19,30,0,854,248,224,95,190
3573,2090,90,7,30,0,845,231,229,131,182
3574,2091,355,10,0,0,837,203,222,157,180
3575,2094,4,17,0,0,830,195,205,145,182
3576,2094,9,17,0,0,824,198,203,139,190
3577,2092,343,13,0,0,819,193,219,165,201
3578,2275,294,31,150,65,865,120,216,228,716
3579,2285,57,18,67,22,1124,229,200,97,886
3580,2261,45,27,60,4,990,216,171,74,959
3581,2233,63,30,85,-7,930,230,161,41,983
3582,2149,59,21,67,21,750,230,192,85,808
3583,2097,53,26,30,2,570,223,174,69,636
3584,2049,87,24,0,0,480,247,194,63,552
3585,2016,352,10,0,0,330,203,223,158,417
3586,3229,30,8,42,5,4057,218,223,140,2656
3587,3221,90,3,0,0,3967,224,234,146,2698
3588,3225,110,31,192,102,3010,255,190,39,3268
3589,3146,204,32,247,-33,1994,185,248,177,3596
3590,2801,106,14,319,50,1761,243,223,107,631
3591,2878,231,12,361,113,2060,200,251,186,797
3592,2844,153,18,30,4,417,239,238,122,1195
3593,2829,167,29,60,6,552,229,235,115,1294
3594,2777,115,22,42,12,750,251,212,77,1448
3595,2328,155,5,395,67,182,226,240,149,495
3596,2337,267,19,437,75,255,168,244,213,641
3597,2264,310,15,300,152,845,178,229,190,228
3598,2299,296,23,306,187,808,151,226,213,150
3599,2330,35,8,360,106,760,219,224,141,108
3600,2115,163,16,42,5,1293,233,243,135,1008
3601,2104,154,9,30,-1,1290,231,241,141,977
3602,2122,50,14,0,0,1299,226,209,114,932
3603,2109,97,15,0,0,1307,244,216,98,930
3604,2146,304,40,85,50,1332,83,185,225,938
3605,2290,297,25,365,214,1436,142,222,217,1020
3606,2342,77,18,514,261,1456,240,205,89,1012
3607,2326,86,27,543,241,1434,247,183,47,983
3608,2295,95,21,537,1,1387,248,204,74,924
3609,2294,241,22,503,0,1318,169,251,214,837
3610,2307,234,24,495,12,1296,173,253,209,808
3611,2298,133,30,417,172,1209,251,210,63,693
3612,2271,122,28,366,145,1167,254,205,58,636
3613,2258,137,24,342,133,1146,249,222,87,607
3614,2253,183,22,319,128,1126,220,248,150,579
3615,2260,210,29,297,135,1106,183,251,188,552
3616,2271,207,33,277,151,1087,180,248,182,524
3617,2273,161,37,234,153,1050,229,220,88,470
3618,2242,126,38,201,129,1015,250,185,23,417
3619,2169,116,32,108,58,953,254,191,38,319
3620,2153,123,32,85,42,939,254,198,45,297
3621,2139,129,31,67,35,926,252,204,54,277
3622,2100,352,23,0,0,874,172,193,154,212
3623,2100,6,19,0,0,849,195,201,141,228
3624,2336,18,32,247,175,832,179,157,99,488
3625,2262,308,31,90,52,860,122,206,215,649
3626,2324,313,21,210,114,924,159,219,198,752
3627,2280,33,20,67,17,1020,212,192,108,916
3628,2027,102,12,0,1,420,239,225,114,510
3629,2021,343,13,0,0,360,192,219,165,458
3630,2838,108,18,424,88,1679,247,217,92,780
3631,2846,203,16,258,89,2230,210,253,173,644
3632,2852,223,19,277,100,2200,191,254,194,671
3633,2868,204,9,330,103,2083,215,248,168,780
3634,2885,273,12,331,87,1965,188,243,195,892
3635,2877,167,8,30,0,182,226,243,150,1048
3636,2843,130,8,0,0,350,233,236,135,1182
3637,2830,139,13,0,0,430,240,235,123,1237
3638,2807,146,24,30,5,626,244,229,99,1379
3639,2361,280,23,430,109,319,155,236,219,696
3640,2158,351,11,0,0,981,199,221,159,738
3641,2162,322,16,30,9,993,179,223,183,752
3642,2302,336,31,277,164,984,136,181,174,424
3643,2328,106,8,331,104,785,233,231,130,110
3644,2326,108,8,335,102,782,235,229,128,134
3645,2115,164,18,30,5,1273,234,242,132,1073
3646,2116,8,2,30,0,1266,217,235,155,1048
3647,2110,60,9,0,0,1261,228,221,126,1025
3648,2106,47,8,0,0,1260,223,223,135,1015
3649,2107,354,7,0,0,1260,209,228,157,1006
3650,2116,77,16,0,0,1273,238,210,98,960
3651,2106,52,13,0,0,1277,227,212,117,960
3652,2326,282,25,430,253,1437,144,232,224,1073
3653,2346,181,10,488,270,1466,224,247,155,1048
3654,2339,126,21,518,264,1476,250,220,87,1019
3655,2310,101,27,551,152,1429,252,194,52,960
3656,2296,100,22,537,138,1406,250,205,72,931
3657,2286,109,13,524,128,1383,242,225,110,902
3658,2290,238,20,497,150,1338,180,253,206,845
3659,2302,226,22,484,162,1316,184,254,200,816
3660,2305,160,28,457,169,1273,235,233,108,759
3661,2284,144,29,402,154,1230,246,220,80,702
3662,2277,135,27,376,151,1209,250,216,75,674
3663,2263,126,29,350,137,1189,253,206,59,646
3664,2240,171,22,300,115,1149,229,243,134,591
3665,2244,202,28,277,119,1129,195,249,175,564
3666,2249,161,37,212,129,1074,226,221,92,484
3667,2242,149,37,192,122,1057,238,209,64,458
3668,2227,137,35,175,107,1040,248,202,50,433
3669,2199,116,30,150,86,1008,254,195,44,384
3670,2182,107,30,126,69,994,254,189,39,361
3671,2164,105,32,93,53,979,254,182,29,339
3672,2143,110,32,67,32,966,254,187,35,319
3673,2128,117,28,42,17,953,254,200,53,300
3674,2108,338,16,0,0,920,183,215,170,256
3675,2166,266,27,95,44,870,141,239,231,361
3676,2340,321,13,272,130,984,185,227,181,752
3677,2311,22,23,127,48,1149,199,184,113,819
3678,2034,104,16,0,0,448,246,217,95,551
3679,2027,19,11,0,0,420,212,217,141,525
3680,2061,46,31,108,66,180,212,157,58,342
3681,3226,62,12,40,5,3994,230,215,115,2737
3682,2933,301,3,474,49,1392,211,238,165,1245
3683,2863,231,6,300,98,2106,211,246,173,765
3684,2865,274,6,300,100,2077,203,242,177,792
3685,2964,289,14,484,8,1577,179,238,198,1273
3686,3011,208,7,376,27,1205,215,247,167,1653
3687,2802,150,9,0,0,589,232,240,139,1379
3688,2317,251,10,362,54,268,198,247,187,573
3689,2164,337,10,0,0,1008,197,225,167,711
3690,2177,316,22,60,24,1033,155,215,197,741
3691,2275,313,17,350,51,899,172,225,192,212
3692,2123,141,26,42,12,1259,247,222,86,1142
3693,2108,155,7,30,-1,1248,228,241,146,1114
3694,2117,327,14,0,0,1239,184,223,178,1087
3695,2108,340,12,30,2,1230,195,223,166,1034
3696,2291,118,23,510,133,1425,252,213,76,940
3697,2280,152,31,417,144,1273,240,223,88,741
3698,2264,146,30,362,134,1231,245,220,81,685
3699,2231,190,26,258,106,1153,209,249,157,577
3700,2201,140,32,134,81,1050,247,212,67,426
3701,2189,133,30,124,76,1034,251,210,63,404
3702,2176,121,29,108,63,1020,254,202,54,382
3703,2160,108,32,85,47,1006,254,185,32,361
3704,2140,105,32,60,29,993,254,182,29,340
3705,2111,95,13,0,0,969,240,221,110,309
3706,2122,5,22,0,0,902,186,192,139,309
3707,2278,18,33,335,117,819,175,152,96,313
3708,2270,11,33,339,195,812,168,156,109,301
3709,2237,22,33,268,128,810,181,153,90,313
3710,2233,352,19,108,-32,824,184,204,156,404
3711,2256,359,19,0,0,864,188,202,149,516
3712,2340,283,9,247,130,990,196,241,184,721
3713,2317,27,23,134,54,1140,203,183,107,805
3714,2037,125,19,0,0,481,248,223,94,592
3715,3094,213,13,180,-35,2075,207,252,178,3640
3716,2953,276,12,446,145,1630,189,242,193,1224
3717,2290,171,6,300,28,127,225,243,153,301
3718,2168,316,15,0,0,1034,179,226,187,685
3719,2294,330,31,268,149,1188,133,186,184,660
3720,2314,321,21,330,171,1068,162,215,190,480
3721,2124,147,19,30,8,1237,242,234,113,1183
3722,2114,336,19,0,0,1218,175,211,173,1142
3723,2129,341,27,30,19,1209,152,188,168,1115
3724,2157,43,37,67,32,1206,199,133,39,1024
3725,2305,132,24,516,142,1448,250,219,82,1006
3726,2295,127,23,499,132,1465,251,217,81,977
3727,2276,122,13,470,118,1423,242,229,114,920
3728,2272,161,9,457,114,1401,230,242,144,892
3729,2273,186,23,430,127,1358,216,249,154,836
3730,2275,174,26,417,135,1337,225,242,133,808
3731,2263,152,27,390,127,1294,241,229,98,752
3732,2228,129,23,295,102,1214,250,220,86,644
3733,2214,173,22,242,88,1176,228,244,137,592
3734,2216,185,27,216,91,1158,214,247,149,566
3735,2219,175,28,192,94,1140,223,241,131,541
3736,2208,148,30,150,88,1107,243,221,83,492
3737,2175,147,32,95,55,1061,243,217,76,424
3738,2165,141,31,85,52,1047,247,214,70,404
3739,2154,126,33,67,41,1033,253,199,46,384
3740,2118,113,22,30,7,1008,251,211,77,350
3741,2140,23,35,30,18,932,177,144,82,335
3742,2130,16,22,0,0,930,195,187,122,350
3743,2320,62,22,258,60,864,233,189,79,324
3744,2251,12,30,242,-14,840,174,164,112,295
3745,2269,325,25,42,13,902,151,204,189,525
3746,2316,330,27,150,106,953,145,196,184,631
3747,2350,347,6,309,87,1087,208,230,160,706
3748,2039,128,17,0,0,514,246,228,105,633
3749,2080,334,34,85,51,335,125,175,177,488
3750,2822,82,14,319,72,1786,238,215,105,767
3751,2990,248,3,417,70,404,214,241,165,1537
3752,2286,189,6,270,24,148,220,244,159,300
3753,2290,252,12,270,28,170,192,248,194,330
3754,2167,302,9,0,0,1015,196,236,180,644
3755,2220,326,30,124,67,1114,133,192,191,726
3756,2302,106,16,379,166,1024,246,218,96,361
3757,2121,162,23,0,0,1224,235,238,120,1240
3758,2121,334,21,0,0,1194,166,206,176,1181
3759,2128,331,30,30,17,1189,137,189,183,1167
3760,2192,36,31,108,67,1173,202,158,73,1057
3761,2297,113,18,492,134,1423,248,219,94,1015
3762,2287,101,16,474,124,1440,245,217,97,987
3763,2270,53,9,430,112,1421,226,220,128,902
3764,2206,97,13,228,80,1200,241,221,108,607
3765,2203,158,15,201,77,1182,235,241,132,582
3766,2200,158,27,150,75,1148,237,232,107,534
3767,2180,141,34,108,60,1116,246,209,61,488
3768,2167,145,34,85,47,1101,244,212,68,467
3769,2157,151,33,67,37,1087,240,218,79,446
3770,2137,140,33,42,24,1060,247,210,63,408
3771,2123,130,27,30,10,1048,252,213,69,391
3772,2140,333,21,0,0,960,170,210,177,391
3773,2306,224,25,175,75,979,178,254,202,484
3774,2317,311,25,134,88,966,146,214,205,591
3775,2332,336,11,190,122,994,195,225,169,646
3776,2331,305,6,216,121,1008,204,237,172,661
3777,2338,305,9,268,128,1040,195,235,181,661
3778,2356,332,13,324,93,1110,190,224,173,677
3779,2039,350,7,0,0,518,208,228,159,649
3780,2043,330,20,30,5,488,168,211,180,624
3781,2045,46,22,124,67,127,221,188,92,379
3782,2862,111,22,417,106,1716,251,211,77,912
3783,2845,108,14,366,91,1752,243,223,107,860
3784,2836,238,17,192,71,2181,187,252,200,732
3785,2186,300,28,30,19,1055,131,216,219,633
3786,2255,324,33,190,103,1168,122,186,194,743
3787,2320,316,28,323,170,1231,136,204,202,663
3788,2297,332,14,277,73,981,187,222,174,218
3789,2304,331,11,242,80,959,195,227,171,162
3790,2130,172,11,60,2,1348,228,245,148,1299
3791,2128,190,13,60,-3,1333,219,250,161,1302
3792,2132,203,17,60,1,1317,210,253,173,1307
3793,2110,163,7,0,0,1195,227,242,148,1266
3794,2112,236,3,30,-8,1187,213,242,166,1250
3795,2133,321,28,30,15,1165,136,200,197,1207
3796,2186,331,36,124,80,1140,114,170,181,1100
3797,2174,11,32,120,49,1154,168,157,110,1080
3798,2271,13,20,376,113,1400,196,195,131,859
3799,2246,23,24,313,110,1298,199,182,111,726
3800,2199,82,19,190,73,1207,242,204,84,600
3801,2187,138,19,134,62,1173,246,229,103,553
3802,2178,131,26,108,53,1158,251,216,76,531
3803,2165,127,30,85,40,1142,253,206,58,509
3804,2151,133,31,67,31,1128,251,208,61,488
3805,2131,147,27,30,11,1100,244,225,91,450
3806,2111,338,7,0,0,1064,205,230,164,402
3807,2271,23,12,0,0,931,213,215,137,417
3808,2357,318,13,362,147,1116,187,228,182,641
3809,2047,326,17,30,8,524,176,219,182,666
3810,2065,313,28,67,26,466,134,206,206,618
3811,2054,243,33,124,56,295,137,244,230,458
3812,2132,254,32,242,134,408,130,240,236,531
3813,3227,55,19,67,10,3930,228,196,93,2871
3814,3219,62,17,42,9,3900,232,202,95,2885
3815,3153,121,12,42,7,2941,240,230,117,3441
3816,2947,351,23,240,134,270,172,194,155,808
3817,2812,224,22,108,51,2266,184,254,199,680
3818,2822,222,16,127,57,2236,198,254,189,703
3819,2317,116,11,228,55,95,240,229,118,162
3820,2310,103,16,218,48,108,245,219,99,190
3821,2285,106,7,208,23,175,232,232,132,277
3822,2313,207,8,210,51,277,215,247,168,424
3823,2297,323,36,256,147,1224,110,179,196,755
3824,2148,146,21,30,6,1231,244,232,106,1233
3825,2142,157,17,0,0,1249,236,240,128,1263
3826,2143,203,24,0,0,1284,200,253,176,1323
3827,2153,208,32,30,10,1302,181,249,184,1321
3828,2129,142,5,30,1,1357,228,239,144,1323
3829,2127,333,4,30,-6,1307,210,234,163,1332
3830,2136,236,17,60,0,1262,187,253,199,1347
3831,2126,128,20,30,7,1198,248,224,95,1340
3832,2111,111,6,0,0,1179,230,234,137,1307
3833,2114,326,5,30,0,1167,206,234,166,1291
3834,2119,303,19,62,-1,1150,163,227,202,1262
3835,2180,40,27,120,59,1114,211,169,78,1177
3836,2191,7,29,150,66,1124,171,169,123,1110
3837,2213,341,34,192,97,1158,130,168,164,1116
3838,2240,333,35,255,140,1187,125,176,179,1130
3839,2249,334,33,277,147,1198,127,177,178,1136
3840,2256,44,19,277,120,1302,221,195,102,716
3841,2248,64,20,255,112,1284,234,195,85,691
3842,2160,105,27,67,35,1168,253,195,51,531
3843,2143,110,28,42,18,1154,254,196,50,511
3844,2129,121,22,30,9,1140,251,216,80,492
3845,2120,127,12,0,0,1127,240,232,121,472
3846,2118,62,6,0,0,1115,225,228,138,458
3847,2116,353,13,0,0,1103,196,216,157,443
3848,2166,320,18,0,0,1020,170,219,188,458
3849,2275,315,12,30,4,968,187,230,183,430
3850,2083,21,28,228,115,234,190,169,103,470
3851,2156,185,13,330,158,467,222,249,157,616
3852,3167,143,5,60,0,3120,227,239,146,3346
3853,2284,114,6,180,22,192,230,234,138,285
3854,2327,326,35,295,177,1266,116,180,191,730
3855,2315,346,4,212,91,1025,212,233,159,216
3856,2148,121,18,30,6,1240,248,223,96,1206
3857,2142,133,12,0,0,1256,239,234,124,1238
3858,2140,135,5,0,0,1273,228,238,144,1266
3859,2138,124,3,30,-3,1290,225,237,146,1296
3860,2135,182,8,0,0,1308,223,246,156,1325
3861,2136,203,20,0,0,1326,206,253,175,1351
3862,2128,342,9,0,0,1334,202,227,164,1353
3863,2132,353,15,0,0,1282,193,213,157,1362
3864,2137,13,12,0,0,1266,208,215,142,1366
3865,2130,38,5,30,-6,1250,220,228,144,1371
3866,2133,233,9,30,0,1235,205,249,181,1377
3867,2111,236,3,0,0,1148,214,242,166,1333
3868,2118,299,9,30,7,1138,196,237,181,1317
3869,2118,317,11,60,4,1129,191,229,179,1302
3870,2126,296,21,85,16,1121,157,229,210,1288
3871,2223,343,37,190,98,1113,123,157,159,1142
3872,2299,325,20,497,224,1282,167,214,185,1159
3873,2304,20,19,350,141,1423,203,195,124,939
3874,2278,58,17,268,132,1364,230,203,100,782
3875,2235,113,23,212,99,1290,252,208,70,684
3876,2195,98,22,134,69,1240,249,204,72,616
3877,2187,107,22,108,61,1224,251,208,72,594
3878,2140,109,28,30,15,1181,254,195,48,534
3879,2125,109,17,0,0,1167,247,219,96,516
3880,2127,334,24,30,9,1131,158,200,177,470
3881,2326,30,22,234,24,960,207,186,106,153
3882,2319,37,22,212,17,960,214,187,99,162
3883,2280,53,12,0,0,990,227,213,118,390
3884,2279,306,9,30,5,997,196,235,179,418
3885,2059,322,17,0,0,571,174,221,186,726
3886,3209,62,18,42,9,3840,233,199,92,2967
3887,2829,98,13,295,73,1842,241,221,107,882
3888,2793,232,25,67,28,2260,172,253,210,721
3889,2985,239,8,319,49,319,205,247,180,1418
3890,2295,159,18,153,41,339,236,240,128,466
3891,2175,336,11,0,0,1033,194,225,169,525
3892,2351,27,14,418,192,1260,213,209,129,618
3893,2157,190,19,0,0,1075,217,251,160,824
3894,2160,199,24,0,0,1087,203,252,171,853
3895,2169,197,31,0,0,1100,194,247,167,883
3896,2145,103,13,0,0,1266,242,222,108,1209
3897,2139,354,9,30,-2,1298,206,225,158,1269
3898,2133,240,9,30,-2,1368,203,248,182,1380
3899,2135,347,17,0,0,1326,186,211,162,1381
3900,2139,341,25,0,0,1308,161,195,168,1383
3901,2133,42,17,0,0,1224,220,200,110,1401
3902,2130,45,5,0,0,1209,221,229,143,1406
3903,2129,159,6,0,1,1195,226,241,149,1412
3904,2128,172,9,30,0,1181,226,245,151,1419
3905,2122,129,19,30,7,1155,247,226,99,1406
3906,2115,135,16,2,0,1142,244,231,111,1390
3907,2110,283,9,2,0,1120,194,241,186,1358
3908,2119,299,12,30,8,1110,187,236,189,1343
3909,2130,283,18,67,6,1092,167,238,209,1315
3910,2295,329,25,458,207,1224,153,202,184,1226
3911,2312,52,10,324,149,1398,226,218,125,953
3912,2305,80,9,295,142,1434,233,223,122,900
3913,2299,91,12,283,141,1445,238,221,111,875
3914,2239,120,27,212,99,1332,254,205,60,726
3915,2205,120,26,150,75,1282,253,207,64,658
3916,2163,125,30,67,37,1235,252,203,54,595
3917,2147,122,31,42,21,1221,254,199,48,576
3918,2132,117,24,30,7,1207,253,209,69,558
3919,2200,341,24,0,0,1082,164,198,169,576
3920,2214,317,12,0,0,1090,187,229,182,636
3921,2216,284,10,0,0,1095,191,240,189,612
3922,2058,331,8,0,0,607,200,230,169,768
3923,2091,315,28,95,50,497,136,205,203,679
3924,2107,18,30,190,115,228,182,163,103,495
3925,2037,57,32,30,17,228,223,155,41,484
3926,3175,146,5,0,0,3420,227,239,146,3212
3927,3062,159,19,417,142,1290,236,240,126,3224
3928,2865,53,9,0,0,242,226,221,129,2181
3929,2815,101,14,228,61,1902,242,220,104,853
3930,2787,108,13,127,34,1978,242,224,109,764
3931,2279,151,9,120,17,234,231,240,140,309
3932,2289,160,20,120,35,339,236,240,124,446
3933,2192,159,16,0,0,816,235,241,131,420
3934,2191,190,18,0,0,841,218,251,161,421
3935,2322,45,15,285,98,1127,223,206,113,350
3936,2157,8,7,28,0,1115,212,227,152,859
3937,2154,187,20,0,0,1140,218,250,157,918
3938,2149,107,18,30,4,1276,247,216,90,1184
3939,2144,22,7,0,0,1291,216,225,146,1213
3940,2150,352,26,42,12,1323,166,187,152,1273
3941,2141,328,9,30,6,1341,199,230,171,1410
3942,2128,27,9,0,0,1154,217,221,140,1448
3943,2126,72,10,0,0,1140,232,220,119,1448
3944,2117,88,17,30,2,1127,243,211,92,1431
3945,2116,307,17,0,0,1092,173,228,195,1384
3946,2124,317,13,0,0,1082,186,229,182,1370
3947,2125,307,7,30,1,1072,201,236,175,1355
3948,2131,269,15,60,7,1063,179,244,204,1342
3949,2219,12,23,201,98,1024,190,187,127,1262
3950,2212,331,28,218,91,1020,144,193,182,1237
3951,2306,342,26,361,197,1127,156,190,166,1230
3952,2328,67,12,339,145,1340,232,215,113,1020
3953,2310,114,14,300,127,1374,243,225,108,967
3954,2304,135,14,283,141,1392,241,233,118,942
3955,2292,136,19,256,129,1429,246,229,104,890
3956,2285,138,20,242,127,1448,246,229,102,865
3957,2269,133,24,216,111,1410,250,221,85,816
3958,2259,126,25,201,101,1392,252,213,73,792
3959,2246,118,27,190,100,1374,254,204,59,768
