Id,cap-shape,cap-surface,cap-color,bruises?,odor,gill-attachment,gill-spacing,gill-size,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,target
6223,k,y,n,f,s,f,c,n,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,p
6224,k,y,e,f,f,f,c,n,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,p
6225,x,s,e,f,y,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,p
6226,f,s,e,f,s,f,c,n,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,p
6227,f,y,e,f,f,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,p
6228,x,y,e,f,s,f,c,n,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,p
6229,f,y,n,f,y,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,p
6230,x,y,e,f,y,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,p
6231,f,y,n,f,y,f,c,n,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,p
6232,x,y,e,f,y,f,c,n,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,p
6233,k,y,n,f,y,f,c,n,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,p
6234,f,s,e,f,f,f,c,n,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,p
6235,x,s,n,f,f,f,c,n,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,p
6236,f,y,n,f,f,f,c,n,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,p
6237,f,s,e,f,s,f,c,n,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,p
6238,x,s,e,f,y,f,c,n,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,p
6239,f,s,n,f,y,f,c,n,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,p
6240,f,y,n,f,s,f,c,n,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,p
6241,x,y,e,f,f,f,c,n,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,p
6242,x,s,e,f,f,f,c,n,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,p
6243,f,y,e,f,y,f,c,n,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,p
6244,f,s,e,f,y,f,c,n,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,p
6245,f,y,e,f,f,f,c,n,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,p
6246,x,s,n,f,s,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,p
6247,f,s,n,f,s,f,c,n,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,p
6248,x,s,n,f,f,f,c,n,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,p
6249,f,y,n,f,y,f,c,n,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,p
6250,k,y,n,f,s,f,c,n,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,p
6251,x,s,e,f,s,f,c,n,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,p
6252,f,y,n,f,f,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,p
6253,x,y,e,f,s,f,c,n,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,p
6254,f,y,e,f,s,f,c,n,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,p
6255,x,y,e,f,y,f,c,n,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,p
6256,f,y,e,f,y,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,p
6257,f,y,e,f,s,f,c,n,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,p
6258,f,s,e,f,s,f,c,n,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,p
6259,k,y,e,f,y,f,c,n,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,p
6260,x,s,e,f,f,f,c,n,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,p
6261,k,s,g,f,n,f,w,b,b,g,e,?,k,s,w,w,p,w,t,p,w,s,g,e
6262,x,s,n,f,y,f,c,n,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,p
6263,f,s,e,f,s,f,c,n,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,p
6264,f,s,n,f,y,f,c,n,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,p
6265,f,s,e,f,s,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,p
6266,f,y,n,f,s,f,c,n,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,p
6267,x,s,e,f,y,f,c,n,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,p
6268,x,s,e,f,s,f,c,n,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,p
6269,x,s,e,f,y,f,c,n,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,p
6270,x,s,e,f,f,f,c,n,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,p
6271,f,s,e,f,s,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,p
6272,x,s,e,f,s,f,c,n,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,p
6273,x,s,n,f,f,f,c,n,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,p
6274,f,s,n,f,s,f,c,n,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,p
6275,k,y,n,f,y,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,p
6276,x,y,e,f,s,f,c,n,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,p
6277,x,s,n,f,f,f,c,n,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,p
6278,x,s,e,f,f,f,c,n,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,p
6279,b,s,w,f,n,f,w,b,b,p,e,?,k,k,w,w,p,w,t,p,w,s,g,e
6280,f,s,e,f,s,f,c,n,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,p
6281,x,s,e,f,y,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,p
6282,x,y,e,f,f,f,c,n,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,p
6283,f,y,n,f,f,f,c,n,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,p
6284,f,s,e,f,y,f,c,n,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,p
6285,f,y,n,f,s,f,c,n,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,p
6286,f,y,e,f,f,f,c,n,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,p
6287,f,s,n,f,f,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,p
6288,x,y,e,f,f,f,c,n,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,p
6289,f,s,n,f,s,f,c,n,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,p
6290,x,s,n,f,y,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,p
6291,f,s,e,f,s,f,c,n,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,p
6292,x,s,n,f,s,f,c,n,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,p
6293,f,s,e,f,s,f,c,n,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,p
6294,x,y,e,f,y,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,p
6295,f,y,n,f,f,f,c,n,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,p
6296,x,y,e,f,f,f,c,n,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,p
6297,f,s,n,f,f,f,c,n,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,p
6298,f,s,n,f,y,f,c,n,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,p
6299,x,s,n,f,y,f,c,n,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,p
6300,f,s,e,f,s,f,c,n,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,p
6301,k,y,n,f,y,f,c,n,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,p
6302,x,y,e,f,f,f,c,n,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,p
6303,x,y,e,f,s,f,c,n,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,p
6304,k,s,n,f,s,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,p
6305,x,s,e,f,f,f,c,n,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,p
6306,x,s,e,f,f,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,p
6307,f,y,n,f,f,f,c,n,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,p
6308,f,s,e,f,y,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,p
6309,f,s,e,f,f,f,c,n,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,p
6310,f,s,n,f,f,f,c,n,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,p
6311,f,y,e,f,f,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,p
6312,f,y,e,f,f,f,c,n,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,p
6313,k,s,e,f,s,f,c,n,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,p
6314,x,s,n,f,f,f,c,n,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,p
6315,f,y,n,f,y,f,c,n,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,p
6316,f,s,e,f,f,f,c,n,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,p
6317,k,s,n,f,y,f,c,n,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,p
6318,f,y,n,f,f,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,p
6319,x,y,e,f,y,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,p
6320,x,y,e,f,f,f,c,n,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,p
6321,x,s,e,f,y,f,c,n,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,p
6322,f,y,n,f,f,f,c,n,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,p
6323,f,y,n,f,s,f,c,n,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,p
6324,f,y,e,f,s,f,c,n,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,p
6325,k,y,n,f,y,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,p
6326,x,s,n,f,s,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,p
6327,x,s,e,f,y,f,c,n,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,p
6328,x,s,n,f,f,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,p
6329,f,y,e,f,f,f,c,n,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,p
6330,k,y,e,f,f,f,c,n,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,p
6331,x,f,g,f,n,f,w,b,b,w,e,?,s,k,w,w,p,w,t,p,w,s,g,e
6332,f,y,e,f,f,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,p
6333,x,s,e,f,f,f,c,n,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,p
6334,x,s,e,f,s,f,c,n,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,p
6335,x,y,e,f,s,f,c,n,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,p
6336,f,y,n,f,f,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,p
6337,f,y,n,f,y,f,c,n,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,p
6338,x,s,n,f,s,f,c,n,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,p
6339,x,s,e,f,f,f,c,n,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,p
6340,f,y,e,f,f,f,c,n,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,p
6341,f,s,n,f,f,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,p
6342,f,y,n,f,f,f,c,n,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,p
6343,f,y,n,f,y,f,c,n,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,p
6344,x,y,e,f,f,f,c,n,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,p
6345,x,s,e,f,f,f,c,n,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,p
6346,f,s,n,f,f,f,c,n,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,p
6347,f,s,n,f,s,f,c,n,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,p
6348,x,s,e,f,f,f,c,n,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,p
6349,f,s,n,f,f,f,c,n,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,p
6350,f,s,n,f,f,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,p
6351,f,y,n,f,f,f,c,n,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,p
6352,x,s,n,f,s,f,c,n,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,p
6353,f,s,n,f,y,f,c,n,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,p
6354,f,s,n,f,y,f,c,n,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,p
6355,x,s,n,f,y,f,c,n,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,p
6356,f,y,n,f,f,f,c,n,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,p
6357,x,s,n,f,y,f,c,n,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,p
6358,x,s,n,f,y,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,p
6359,f,s,n,f,f,f,c,n,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,p
6360,f,y,n,f,f,f,c,n,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,p
6361,x,y,e,f,y,f,c,n,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,p
6362,f,s,e,f,f,f,c,n,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,p
6363,f,y,n,f,s,f,c,n,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,p
6364,f,s,e,f,y,f,c,n,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,p
6365,x,s,n,f,f,f,c,n,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,p
6366,k,f,w,f,n,f,w,b,b,p,e,?,k,k,w,w,p,w,t,p,w,n,g,e
6367,x,s,n,f,f,f,c,n,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,p
6368,f,s,n,f,f,f,c,n,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,p
6369,f,y,n,f,y,f,c,n,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,p
6370,f,s,n,f,f,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,p
6371,f,y,n,f,y,f,c,n,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,p
6372,f,y,n,f,f,f,c,n,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,p
6373,f,s,n,f,f,f,c,n,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,p
6374,f,y,e,f,y,f,c,n,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,p
6375,b,s,n,f,n,a,c,b,b,o,e,?,s,s,o,o,p,o,o,p,o,v,l,e
6376,f,s,e,f,f,f,c,n,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,p
6377,f,s,e,f,s,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,p
6378,x,s,e,f,y,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,p
6379,f,y,n,f,s,f,c,n,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,p
6380,f,y,e,f,s,f,c,n,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,p
6381,f,s,n,f,f,f,c,n,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,p
6382,f,y,e,f,s,f,c,n,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,p
6383,f,s,n,f,s,f,c,n,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,p
6384,k,y,n,f,y,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,p
6385,f,y,e,f,f,f,c,n,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,p
6386,f,s,e,f,s,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,p
6387,x,y,e,f,f,f,c,n,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,p
6388,f,s,n,f,y,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,p
6389,x,s,e,f,s,f,c,n,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,p
6390,k,y,n,f,y,f,c,n,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,p
6391,x,s,n,f,s,f,c,n,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,p
6392,x,y,e,f,f,f,c,n,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,p
6393,f,y,n,f,y,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,p
6394,f,s,e,f,y,f,c,n,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,p
6395,f,s,n,f,f,f,c,n,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,p
6396,x,s,w,f,n,f,w,b,b,g,e,?,k,s,w,w,p,w,t,p,w,s,g,e
6397,f,y,n,f,y,f,c,n,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,p
6398,f,s,n,f,f,f,c,n,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,p
6399,x,y,e,f,y,f,c,n,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,p
6400,f,s,e,f,s,f,c,n,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,p
6401,x,s,n,f,s,f,c,n,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,p
6402,x,y,e,f,f,f,c,n,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,p
6403,k,f,g,f,n,f,w,b,b,g,e,?,k,k,w,w,p,w,t,p,w,s,g,e
6404,f,s,e,f,s,f,c,n,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,p
6405,f,y,e,f,s,f,c,n,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,p
6406,b,f,w,f,n,f,w,b,b,w,e,?,s,k,w,w,p,w,t,p,w,s,g,e
6407,f,s,n,f,y,f,c,n,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,p
6408,x,y,e,f,s,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,p
6409,x,y,e,f,f,f,c,n,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,p
6410,f,s,n,f,s,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,p
6411,x,s,n,f,f,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,p
6412,f,s,e,f,s,f,c,n,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,p
6413,f,s,e,f,s,f,c,n,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,p
6414,f,s,e,f,s,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,p
6415,x,y,e,f,m,f,c,b,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d,p
6416,f,y,n,f,y,f,c,n,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,p
6417,f,y,e,f,y,f,c,n,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,p
6418,x,s,e,f,s,f,c,n,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,p
6419,f,s,e,f,y,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,p
6420,f,y,e,f,f,f,c,n,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,p
6421,f,y,e,f,s,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,p
6422,x,s,e,f,f,f,c,n,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,p
6423,f,s,e,f,s,f,c,n,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,p
6424,x,s,n,f,n,a,c,b,b,n,e,?,s,s,o,o,p,n,o,p,y,c,l,e
6425,f,y,n,f,s,f,c,n,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,p
6426,f,y,e,f,s,f,c,n,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,p
6427,f,y,e,f,s,f,c,n,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,p
6428,x,s,n,f,f,f,c,n,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,p
6429,x,s,e,f,y,f,c,n,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,p
6430,x,y,e,f,f,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,p
6431,x,s,e,f,s,f,c,n,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,p
6432,x,y,e,f,y,f,c,n,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,p
6433,f,y,e,f,f,f,c,n,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,p
6434,x,s,n,f,n,a,c,b,b,n,e,?,s,s,o,o,p,n,o,p,o,v,l,e
6435,f,s,n,f,s,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,p
6436,x,y,e,f,f,f,c,n,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,p
6437,f,s,n,f,f,f,c,n,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,p
6438,f,y,e,f,y,f,c,n,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,p
6439,x,y,e,f,f,f,c,n,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,p
6440,x,s,n,f,s,f,c,n,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,p
6441,x,s,n,f,f,f,c,n,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,p
6442,x,s,n,f,y,f,c,n,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,p
6443,x,y,e,f,s,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,p
6444,f,s,n,f,y,f,c,n,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,p
6445,f,s,n,f,y,f,c,n,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,p
6446,k,y,e,f,y,f,c,n,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,p
6447,x,s,n,f,y,f,c,n,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,p
6448,f,y,n,f,y,f,c,n,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,p
6449,k,s,w,f,n,f,w,b,b,g,e,?,s,k,w,w,p,w,t,p,w,n,g,e
6450,f,s,e,f,y,f,c,n,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,p
6451,x,s,e,f,y,f,c,n,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,p
6452,f,y,n,f,f,f,c,n,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,p
6453,f,y,n,f,s,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,p
6454,f,y,e,f,y,f,c,n,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,p
6455,x,s,n,f,f,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,p
6456,f,y,n,f,s,f,c,n,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,p
6457,x,s,n,f,s,f,c,n,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,p
6458,k,y,n,f,y,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,p
6459,f,s,e,f,s,f,c,n,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,p
6460,f,y,e,f,s,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,p
6461,f,y,e,f,f,f,c,n,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,p
6462,f,y,e,f,s,f,c,n,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,p
6463,f,y,n,f,f,f,c,n,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,p
6464,f,y,n,f,f,f,c,n,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,p
6465,k,y,n,f,y,f,c,n,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,p
6466,k,y,n,f,y,f,c,n,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,p
6467,f,s,e,f,y,f,c,n,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,p
6468,x,s,e,f,y,f,c,n,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,p
6469,k,s,n,f,f,f,c,n,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,p
6470,x,s,e,f,f,f,c,n,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,p
6471,f,s,n,f,f,f,c,n,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,p
6472,x,s,e,f,s,f,c,n,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,p
6473,f,s,n,f,y,f,c,n,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,p
6474,x,s,n,f,f,f,c,n,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,p
6475,f,y,e,f,y,f,c,n,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,p
6476,x,s,n,f,f,f,c,n,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,p
6477,x,s,e,f,y,f,c,n,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,p
6478,x,s,e,f,s,f,c,n,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,p
6479,x,s,n,f,s,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,p
6480,x,y,e,f,s,f,c,n,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,p
6481,f,y,e,f,y,f,c,n,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,p
6482,f,s,e,f,s,f,c,n,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,p
6483,x,s,e,f,y,f,c,n,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,p
6484,f,y,e,f,y,f,c,n,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,p
6485,f,s,e,f,y,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,p
6486,f,s,e,f,s,f,c,n,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,p
6487,f,y,n,f,f,f,c,n,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,p
6488,f,s,n,f,s,f,c,n,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,p
6489,x,s,e,f,f,f,c,n,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,p
6490,f,y,n,f,s,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,p
6491,f,s,n,f,s,f,c,n,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,p
6492,f,y,n,f,f,f,c,n,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,p
6493,f,s,e,f,s,f,c,n,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,p
