Id,cap-shape,cap-surface,cap-color,bruises?,odor,gill-attachment,gill-spacing,gill-size,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
7103,b,s,w,f,n,f,w,b,b,p,e,?,s,k,w,w,p,w,t,p,w,s,g
7104,k,s,n,f,y,f,c,n,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d
7105,x,s,e,f,y,f,c,n,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p
7106,f,y,n,f,f,f,c,n,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l
7107,f,s,e,f,y,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p
7108,k,y,e,f,f,f,c,n,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d
7109,k,y,e,f,f,f,c,n,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d
7110,b,f,w,f,n,f,w,b,b,w,e,?,s,s,w,w,p,w,t,p,w,n,g
7111,k,y,n,f,m,a,c,b,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d
7112,f,y,e,f,y,f,c,n,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d
7113,k,s,n,f,f,f,c,n,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p
7114,k,y,n,f,f,f,c,n,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p
7115,x,s,e,f,s,f,c,n,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l
7116,x,y,g,t,n,f,c,b,b,w,e,b,s,s,w,w,p,w,t,p,w,v,p
7117,f,s,n,f,y,f,c,n,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d
7118,k,y,e,f,y,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p
7119,k,f,w,f,n,f,w,b,b,w,e,?,k,k,w,w,p,w,t,p,w,n,g
7120,x,s,n,f,s,f,c,n,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d
7121,k,y,n,f,y,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d
7122,x,s,e,f,s,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d
7123,k,s,w,f,n,f,w,b,b,w,e,?,s,k,w,w,p,w,t,p,w,n,g
7124,f,y,n,f,s,f,c,n,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p
7125,k,s,e,f,s,f,c,n,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p
7126,k,s,e,f,y,f,c,n,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p
7127,f,y,e,f,f,f,c,n,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l
7128,f,s,n,f,n,a,c,b,b,n,e,?,s,s,o,o,p,n,o,p,y,v,l
7129,f,y,n,f,y,f,c,n,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d
7130,k,y,e,f,y,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d
7131,k,s,e,f,y,f,c,n,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d
7132,k,s,e,f,f,f,c,n,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l
7133,b,s,n,f,n,a,c,b,b,o,e,?,s,s,o,o,p,o,o,p,b,v,l
7134,k,s,g,f,n,f,w,b,b,p,e,?,k,k,w,w,p,w,t,p,w,s,g
7135,x,s,n,f,n,a,c,b,b,n,e,?,s,s,o,o,p,o,o,p,n,v,l
7136,x,f,g,f,n,f,w,b,b,p,e,?,k,k,w,w,p,w,t,p,w,n,g
7137,k,s,e,f,y,f,c,n,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d
7138,f,y,e,f,f,f,c,n,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d
7139,k,s,n,f,s,f,c,n,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d
7140,k,s,n,f,y,f,c,n,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p
7141,b,s,w,f,n,f,w,b,b,p,e,?,k,s,w,w,p,w,t,p,w,n,g
7142,f,s,n,f,s,f,c,n,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d
7143,b,f,g,f,n,f,w,b,b,p,e,?,s,k,w,w,p,w,t,p,w,n,g
7144,x,s,n,f,f,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d
7145,x,y,e,f,f,f,c,n,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l
7146,f,y,c,f,m,f,c,b,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d
7147,f,s,n,f,s,f,c,n,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d
7148,x,y,e,f,s,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l
7149,f,s,n,f,s,f,c,n,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l
7150,f,y,e,f,f,f,c,n,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p
7151,f,s,e,f,f,f,c,n,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l
7152,x,s,e,f,s,f,c,n,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d
7153,k,s,g,f,n,f,w,b,b,w,e,?,k,s,w,w,p,w,t,p,w,s,g
7154,x,s,e,f,y,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p
7155,k,s,n,f,y,f,c,n,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l
7156,k,y,e,f,s,f,c,n,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l
7157,x,s,n,f,y,f,c,n,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p
7158,b,s,g,f,n,f,w,b,b,g,e,?,s,k,w,w,p,w,t,p,w,n,g
7159,x,s,n,f,s,f,c,n,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l
7160,f,s,e,f,s,f,c,n,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d
7161,k,s,n,f,s,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d
7162,b,s,g,f,n,f,w,b,b,w,e,?,s,s,w,w,p,w,t,p,w,s,g
7163,x,s,n,f,y,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p
7164,f,y,e,f,y,f,c,n,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p
7165,f,s,e,f,y,f,c,n,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d
7166,f,y,n,f,m,f,c,b,b,y,e,c,k,y,c,c,p,w,n,n,w,c,d
7167,b,f,g,f,n,f,w,b,b,g,e,?,k,s,w,w,p,w,t,p,w,s,g
7168,f,s,e,f,f,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p
7169,k,s,n,f,f,f,c,n,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l
7170,k,s,g,f,n,f,w,b,b,p,e,?,s,k,w,w,p,w,t,p,w,n,g
7171,k,y,n,f,f,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l
7172,x,s,e,f,s,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l
7173,b,s,n,f,n,a,c,b,b,y,e,?,s,s,o,o,p,o,o,p,y,c,l
7174,k,y,n,f,f,f,c,n,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l
7175,f,y,n,f,s,f,c,n,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l
7176,x,s,n,f,n,a,c,b,b,n,e,?,s,s,o,o,p,n,o,p,b,c,l
7177,k,s,n,f,f,f,c,n,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l
7178,k,s,n,f,f,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d
7179,k,s,n,f,s,f,c,n,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p
7180,k,s,n,f,s,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p
7181,f,y,c,t,n,f,c,b,b,w,e,b,s,s,w,w,p,w,t,p,w,y,p
7182,f,s,n,f,n,a,c,b,b,n,e,?,s,s,o,o,p,n,o,p,n,c,l
7183,b,s,w,f,n,f,w,b,b,g,e,?,k,k,w,w,p,w,t,p,w,n,g
7184,k,s,e,f,s,f,c,n,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p
7185,b,s,g,f,n,f,w,b,b,w,e,?,s,s,w,w,p,w,t,p,w,n,g
7186,k,y,e,f,y,f,c,n,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p
7187,k,y,n,f,s,f,c,n,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d
7188,x,s,n,f,n,a,c,b,b,o,e,?,s,s,o,o,p,o,o,p,y,c,l
7189,x,s,e,f,y,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p
7190,x,s,n,f,f,f,c,n,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d
7191,f,s,e,f,y,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l
7192,f,y,e,f,s,f,c,n,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p
7193,x,y,e,f,s,f,c,n,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p
7194,k,s,e,f,f,f,c,n,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d
7195,k,y,n,f,n,f,c,b,b,w,e,b,y,y,n,n,p,w,t,p,w,y,d
7196,f,s,e,f,f,f,c,n,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d
7197,k,s,n,f,s,f,c,n,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p
7198,f,y,n,f,y,f,c,n,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p
7199,f,s,e,f,f,f,c,n,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d
7200,k,f,g,f,n,f,w,b,b,w,e,?,s,s,w,w,p,w,t,p,w,n,g
7201,k,s,n,f,f,f,c,n,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d
7202,b,f,w,f,n,f,w,b,b,p,e,?,k,s,w,w,p,w,t,p,w,s,g
7203,k,s,e,f,y,f,c,n,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l
7204,x,s,g,f,n,f,w,b,b,p,e,?,k,k,w,w,p,w,t,p,w,n,g
7205,k,s,n,f,n,a,c,b,b,y,e,?,s,s,o,o,p,o,o,p,y,c,l
7206,k,s,e,f,f,f,c,n,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p
7207,k,y,n,f,f,f,c,n,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l
7208,k,f,g,f,n,f,w,b,b,g,e,?,k,k,w,w,p,w,t,p,w,n,g
7209,x,s,n,f,y,f,c,n,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l
7210,k,y,n,f,s,f,c,n,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l
7211,x,f,w,f,n,f,w,b,b,g,e,?,k,s,w,w,p,w,t,p,w,n,g
7212,k,y,e,f,f,f,c,n,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p
7213,k,s,e,f,f,f,c,n,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l
7214,k,s,e,f,f,f,c,n,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l
7215,k,y,e,f,s,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p
7216,k,y,n,f,s,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p
7217,k,s,g,f,n,f,w,b,b,g,e,?,k,k,w,w,p,w,t,p,w,n,g
7218,k,y,n,f,f,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p
7219,k,s,e,f,f,f,c,n,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l
7220,x,s,g,f,n,f,w,b,b,w,e,?,s,k,w,w,p,w,t,p,w,n,g
7221,f,s,n,f,n,a,c,b,b,y,e,?,s,s,o,o,p,o,o,p,y,v,l
7222,k,s,g,f,n,f,w,b,b,g,e,?,k,s,w,w,p,w,t,p,w,n,g
7223,x,s,e,f,s,f,c,n,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p
7224,k,s,n,f,f,f,c,n,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d
7225,k,s,n,f,s,f,c,n,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p
7226,x,s,g,f,n,f,w,b,b,p,e,?,k,s,w,w,p,w,t,p,w,s,g
7227,k,y,e,f,s,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p
7228,f,s,n,f,n,a,c,b,b,n,e,?,s,s,o,o,p,o,o,p,y,v,l
7229,k,s,w,f,n,f,w,b,b,w,e,?,k,k,w,w,p,w,t,p,w,n,g
7230,f,y,e,f,m,f,c,b,b,y,e,c,k,y,c,c,p,w,n,n,w,c,d
7231,b,s,g,f,n,f,w,b,b,g,e,?,k,k,w,w,p,w,t,p,w,s,g
7232,f,y,n,f,y,f,c,n,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p
7233,b,s,n,f,n,a,c,b,b,o,e,?,s,s,o,o,p,n,o,p,b,c,l
7234,b,s,g,f,n,f,w,b,b,w,e,?,k,s,w,w,p,w,t,p,w,n,g
7235,k,s,n,f,n,a,c,b,b,n,e,?,s,s,o,o,p,o,o,p,y,c,l
7236,b,s,g,f,n,f,w,b,b,p,e,?,k,k,w,w,p,w,t,p,w,n,g
7237,k,s,n,f,f,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l
7238,k,y,n,f,y,f,c,n,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p
7239,f,s,n,f,n,a,c,b,b,n,e,?,s,s,o,o,p,n,o,p,o,c,l
7240,k,s,e,f,y,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p
7241,f,s,e,f,y,f,c,n,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p
7242,k,s,n,f,y,f,c,n,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l
7243,k,s,n,f,s,f,c,n,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l
7244,b,s,n,f,n,a,c,b,b,y,e,?,s,s,o,o,p,o,o,p,y,v,l
7245,k,f,g,f,n,f,w,b,b,w,e,?,k,k,w,w,p,w,t,p,w,s,g
7246,b,s,n,f,n,a,c,b,b,o,e,?,s,s,o,o,p,o,o,p,o,c,l
7247,k,s,n,f,s,f,c,n,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l
7248,k,y,e,f,s,f,c,n,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l
7249,k,y,e,f,y,f,c,n,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p
7250,k,s,n,f,y,f,c,n,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l
7251,f,s,n,f,n,a,c,b,b,n,e,?,s,s,o,o,p,o,o,p,n,c,l
7252,k,s,e,f,y,f,c,n,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d
7253,x,s,n,f,n,a,c,b,b,o,e,?,s,s,o,o,p,o,o,p,o,v,l
7254,k,s,n,f,y,f,c,n,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d
7255,k,s,w,f,n,f,w,b,b,p,e,?,s,s,w,w,p,w,t,p,w,s,g
7256,k,y,e,f,f,f,c,n,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d
7257,k,y,n,f,f,f,c,n,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d
7258,k,f,g,f,n,f,w,b,b,g,e,?,s,s,w,w,p,w,t,p,w,s,g
7259,f,s,n,f,y,f,c,n,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p
7260,x,s,g,f,n,f,w,b,b,w,e,?,s,s,w,w,p,w,t,p,w,n,g
7261,k,y,n,f,f,f,c,n,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p
7262,f,s,e,f,f,f,c,n,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d
7263,x,f,w,f,n,f,w,b,b,p,e,?,k,k,w,w,p,w,t,p,w,n,g
7264,k,y,n,f,s,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l
7265,f,y,n,f,m,a,c,b,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d
7266,b,f,g,f,n,f,w,b,b,w,e,?,s,s,w,w,p,w,t,p,w,n,g
7267,k,y,e,f,y,f,c,n,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p
7268,x,y,e,f,s,f,c,n,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d
7269,k,s,e,f,y,f,c,n,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l
7270,k,f,g,f,n,f,w,b,b,g,e,?,s,k,w,w,p,w,t,p,w,n,g
7271,k,f,w,f,n,f,w,b,b,p,e,?,s,s,w,w,p,w,t,p,w,s,g
7272,k,y,e,f,s,f,c,n,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d
7273,k,s,g,f,n,f,w,b,b,g,e,?,s,s,w,w,p,w,t,p,w,n,g
7274,k,s,n,f,f,f,c,n,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d
7275,k,y,n,f,y,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l
7276,k,s,w,f,n,f,w,b,b,w,e,?,k,s,w,w,p,w,t,p,w,s,g
7277,k,y,e,f,y,f,c,n,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l
7278,b,s,w,f,n,f,w,b,b,w,e,?,k,s,w,w,p,w,t,p,w,s,g
7279,k,s,n,f,y,f,c,n,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d
7280,x,s,w,f,n,f,w,b,b,w,e,?,s,k,w,w,p,w,t,p,w,n,g
7281,b,s,n,f,n,a,c,b,b,n,e,?,s,s,o,o,p,o,o,p,n,v,l
7282,k,s,n,f,s,f,c,n,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d
7283,k,y,e,f,f,f,c,n,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p
7284,x,f,w,f,n,f,w,b,b,w,e,?,s,s,w,w,p,w,t,p,w,n,g
7285,x,y,e,f,m,a,c,b,b,y,e,c,k,y,c,c,p,w,n,n,w,c,d
7286,k,s,e,f,y,f,c,n,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p
7287,k,s,n,f,f,f,c,n,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l
7288,k,y,n,f,y,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p
7289,k,s,e,f,f,f,c,n,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d
7290,k,s,n,f,n,a,c,b,b,o,e,?,s,s,o,o,p,n,o,p,b,c,l
7291,k,y,n,f,f,f,c,n,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l
7292,f,y,n,f,n,f,c,b,b,w,e,b,y,y,n,n,p,w,t,p,w,y,d
7293,k,s,g,f,n,f,w,b,b,w,e,?,s,s,w,w,p,w,t,p,w,n,g
7294,f,y,e,f,y,f,c,n,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l
7295,k,y,y,f,n,f,w,n,n,y,e,c,y,y,y,y,p,y,o,e,w,c,l
7296,k,y,e,f,y,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p
7297,k,s,e,f,s,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l
7298,k,y,e,f,s,f,c,n,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l
7299,b,s,n,f,n,a,c,b,b,o,e,?,s,s,o,o,p,n,o,p,n,c,l
7300,x,s,g,t,n,f,c,b,b,w,e,b,s,s,w,w,p,w,t,p,w,y,p
7301,k,s,g,f,n,f,w,b,b,p,e,?,k,s,w,w,p,w,t,p,w,n,g
7302,f,y,e,f,s,f,c,n,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p
7303,k,s,e,f,s,f,c,n,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p
7304,k,y,e,f,s,f,c,n,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l
7305,b,f,w,f,n,f,w,b,b,w,e,?,k,k,w,w,p,w,t,p,w,n,g
7306,f,s,n,f,n,a,c,b,b,n,e,?,s,s,o,o,p,o,o,p,o,c,l
7307,k,s,n,f,y,f,c,n,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p
7308,k,s,e,f,f,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d
7309,x,f,w,f,n,f,w,b,b,g,e,?,k,s,w,w,p,w,t,p,w,s,g
7310,k,y,e,f,y,f,c,n,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l
7311,x,f,w,f,n,f,w,b,b,g,e,?,s,s,w,w,p,w,t,p,w,s,g
7312,k,y,e,f,y,f,c,n,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l
7313,k,y,n,f,s,f,c,n,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p
7314,x,s,g,f,n,f,w,b,b,p,e,?,k,s,w,w,p,w,t,p,w,n,g
7315,x,s,w,f,n,f,w,b,b,g,e,?,s,k,w,w,p,w,t,p,w,n,g
7316,k,y,n,f,f,f,c,n,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d
7317,k,s,n,f,f,f,c,n,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l
7318,k,s,e,f,s,f,c,n,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d
7319,b,f,w,f,n,f,w,b,b,p,e,?,k,k,w,w,p,w,t,p,w,n,g
7320,f,s,n,f,f,f,c,n,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p
7321,k,s,e,f,y,f,c,n,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d
7322,k,s,n,f,f,f,c,n,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l
7323,x,y,n,f,m,f,c,b,b,y,e,c,k,y,c,c,p,w,n,n,w,c,d
7324,k,y,n,f,f,f,c,n,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l
7325,f,s,n,f,n,a,c,b,b,o,e,?,s,s,o,o,p,n,o,p,y,c,l
7326,x,y,e,f,f,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d
7327,f,s,n,f,n,a,c,b,b,y,e,?,s,s,o,o,p,n,o,p,y,v,l
7328,b,s,w,f,n,f,w,b,b,g,e,?,s,s,w,w,p,w,t,p,w,n,g
7329,b,s,g,f,n,f,w,b,b,p,e,?,s,s,w,w,p,w,t,p,w,n,g
7330,k,y,e,f,s,f,c,n,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l
7331,k,s,n,f,y,f,c,n,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d
7332,k,s,e,f,f,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p
7333,k,s,e,f,y,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d
7334,b,f,w,f,n,f,w,b,b,g,e,?,s,s,w,w,p,w,t,p,w,s,g
7335,k,s,g,f,n,f,w,b,b,p,e,?,s,s,w,w,p,w,t,p,w,n,g
7336,f,y,e,f,m,f,c,b,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d
7337,k,y,n,f,f,f,c,n,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d
7338,k,y,n,f,f,f,c,n,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p
7339,f,s,e,f,y,f,c,n,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d
7340,x,s,n,f,s,f,c,n,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d
7341,k,y,n,f,s,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p
7342,k,y,c,f,m,f,c,b,b,y,e,c,k,y,c,c,p,w,n,n,w,c,d
7343,k,y,n,f,s,f,c,n,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d
7344,k,s,w,f,n,f,w,b,b,g,e,?,s,s,w,w,p,w,t,p,w,n,g
7345,f,y,n,f,y,f,c,n,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l
7346,b,f,g,f,n,f,w,b,b,p,e,?,s,s,w,w,p,w,t,p,w,s,g
7347,f,s,e,f,f,f,c,n,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d
7348,k,s,e,f,y,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l
7349,k,s,g,f,n,f,w,b,b,p,e,?,k,s,w,w,p,w,t,p,w,s,g
7350,x,s,g,f,n,f,w,b,b,p,e,?,s,s,w,w,p,w,t,p,w,s,g
7351,k,s,e,f,y,f,c,n,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l
7352,k,s,n,f,n,a,c,b,b,n,e,?,s,s,o,o,p,n,o,p,y,c,l
7353,f,y,p,t,n,f,c,b,b,w,e,b,s,s,w,w,p,w,t,p,w,y,p
7354,b,s,w,f,n,f,w,b,b,g,e,?,s,k,w,w,p,w,t,p,w,n,g
7355,f,y,n,f,s,f,c,n,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l
7356,f,s,e,f,f,f,c,n,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p
7357,k,s,e,f,f,f,c,n,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l
7358,k,f,g,f,n,f,w,b,b,p,e,?,s,s,w,w,p,w,t,p,w,n,g
7359,x,f,w,f,n,f,w,b,b,p,e,?,k,k,w,w,p,w,t,p,w,s,g
7360,x,s,c,t,n,f,c,b,b,w,e,b,s,s,w,w,p,w,t,p,w,y,p
7361,k,f,g,f,n,f,w,b,b,w,e,?,s,s,w,w,p,w,t,p,w,s,g
7362,k,s,e,f,y,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l
7363,k,y,e,f,y,f,c,n,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p
7364,k,s,n,f,y,f,c,n,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p
7365,x,y,e,f,f,f,c,n,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p
7366,k,s,n,f,n,a,c,b,b,o,e,?,s,s,o,o,p,o,o,p,o,c,l
7367,f,y,y,f,n,f,w,n,n,w,e,c,y,y,y,y,p,y,o,e,w,c,l
7368,x,y,c,f,m,a,c,b,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d
7369,x,s,n,f,y,f,c,n,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d
7370,x,y,p,t,n,f,c,b,b,w,e,b,s,s,w,w,p,w,t,p,w,v,p
7371,k,y,n,f,s,f,c,n,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p
7372,k,s,g,f,n,f,w,b,b,g,e,?,s,k,w,w,p,w,t,p,w,n,g
7373,b,s,g,f,n,f,w,b,b,p,e,?,s,k,w,w,p,w,t,p,w,s,g
7374,k,s,e,f,f,f,c,n,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p
7375,x,s,n,f,n,a,c,b,b,o,e,?,s,s,o,o,p,n,o,p,b,v,l
7376,b,s,n,f,n,a,c,b,b,o,e,?,s,s,o,o,p,n,o,p,b,v,l
7377,f,s,n,t,n,f,c,b,b,w,e,b,s,s,w,w,p,w,t,p,w,y,p
7378,k,s,g,f,n,f,w,b,b,g,e,?,s,s,w,w,p,w,t,p,w,s,g
7379,f,s,n,f,y,f,c,n,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d
7380,k,s,n,f,f,f,c,n,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d
7381,f,y,n,f,s,f,c,n,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l
7382,k,y,e,f,y,f,c,n,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d
7383,k,s,n,f,f,f,c,n,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l
7384,k,s,e,f,y,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p
